CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus,Income_scaled,SpendingScore_scaled,PurchaseFrequency_scaled,Cluster_Description,Cluster
82,Female,55087.0,32.0,Master,Married,4.0,Beauty,37.0,Student,1.0,452.0,High,High,Credit Card,Yes,0.3215713342086261,-0.6423701358956488,-1.3130138436651004,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
83,Female,92383.0,66.0,Bachelor,Single,26.0,Furniture,67.0,Employed,5.0,760.0,High,High,Installments,No,2.8232318234601492,0.5462640104614551,1.3175072061996118,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng nhiều. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
84,Female,36115.0,43.0,Bachelor,Single,24.0,Beauty,61.0,Unemployed,2.0,723.0,High,High,Installments,No,-0.9509914822349574,-0.25781202972129175,1.0783689289391836,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
85,Female,32988.0,16.0,Bachelor,Single,3.0,Sports,53.0,Employed,5.0,765.0,Low,Medium,Cash,Yes,-1.1607376306125183,-1.2017273812401683,-1.4325829822953147,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
86,Female,53396.0,82.0,Bachelor,Married,25.0,Sports,61.0,Retired,1.0,710.0,Low,Medium,PayPal,No,0.20814609055449898,1.1056212558059746,1.1979380675693976,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
87,Male,72343.0,90.0,Bachelor,Married,12.0,Fashion,35.0,Student,2.0,704.0,Medium,Medium,PayPal,No,1.4790320110244852,1.3852998784782344,-0.3564607346233869,"Thu nhập cao, chi tiêu cao, tần suất mua hàng trung bình. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
88,Male,63550.0,80.0,High School,Married,19.0,Beauty,61.0,Employed,3.0,579.0,High,Low,Credit Card,No,0.889234159190813,1.0357016001379096,0.4805232357881125,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
89,Male,39903.0,97.0,High School,Married,7.0,Sports,89.0,Employed,3.0,769.0,Low,Low,Credit Card,Yes,-0.6969082043154817,1.6300186733164617,-0.954306427774458,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
90,Female,32768.0,63.0,High School,Single,15.0,Furniture,18.0,Employed,5.0,619.0,Medium,High,PayPal,No,-1.1754943151801753,0.44138452695935765,0.0022466812672556897,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
91,Female,40170.0,93.0,PhD,Single,8.0,Furniture,5.0,Unemployed,5.0,432.0,Low,Medium,PayPal,Yes,-0.6789989553174617,1.4901793619803319,-0.8347372891442437,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
92,Male,51564.0,56.0,High School,Married,23.0,Furniture,72.0,Employed,3.0,836.0,High,Low,Credit Card,Yes,0.0852631536092826,0.1966657321211304,0.9587997903089693,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
93,Male,54704.0,69.0,High School,Married,10.0,Groceries,95.0,Employed,4.0,364.0,Low,Low,PayPal,No,0.2958812878931142,0.6511434939635525,-0.5955990118838153,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
94,Female,46374.0,2.0,Bachelor,Married,18.0,Electronics,2.0,Employed,5.0,563.0,Low,Medium,Credit Card,Yes,-0.26286045050953455,-1.691164970916623,0.3609540971578983,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
95,Male,46001.0,67.0,Bachelor,Married,19.0,Fashion,12.0,Employed,1.0,359.0,High,Medium,PayPal,Yes,-0.28787973843560755,0.5812238382954875,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
96,Male,45882.0,42.0,Bachelor,Divorced,29.0,Fashion,97.0,Employed,4.0,435.0,Medium,Low,PayPal,No,-0.2958617632699311,-0.2927718575553242,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",4
97,Male,59071.0,8.0,Master,Single,29.0,Furniture,50.0,Employed,1.0,512.0,Medium,Medium,PayPal,No,0.5888014765611054,-1.4814060039124282,1.6762146220902545,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
98,Male,55230.0,52.0,High School,Married,13.0,Beauty,7.0,Employed,4.0,752.0,Medium,Medium,PayPal,No,0.3311631791776032,0.056826420785000505,-0.23689159599317272,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
99,Female,59335.0,12.0,High School,Divorced,26.0,Beauty,45.0,Student,4.0,572.0,Low,High,Installments,No,0.6065094980422938,-1.3415666925762983,1.3175072061996118,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
100,Female,55132.0,82.0,Bachelor,Single,17.0,Electronics,46.0,Employed,3.0,842.0,High,High,Credit Card,No,0.32458974696110143,1.1056212558059746,0.2413849585276841,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
101,Male,21953.0,32.0,Bachelor,Divorced,12.0,Fashion,61.0,Student,2.0,821.0,Medium,Low,Credit Card,No,-1.9009195133584043,-0.6423701358956488,-0.3564607346233869,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
102,Female,50161.0,59.0,Bachelor,Single,14.0,Furniture,82.0,Employed,4.0,372.0,Low,Medium,Credit Card,No,-0.008844248429002643,0.3015452156232278,-0.11732245736295852,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
103,Male,39951.0,68.0,Bachelor,Married,23.0,Groceries,83.0,Employed,1.0,336.0,Medium,Medium,Credit Card,Yes,-0.6936885640461747,0.61618366612952,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
104,Female,73727.0,11.0,Bachelor,Married,9.0,Fashion,16.0,Employed,4.0,648.0,Medium,Medium,PayPal,No,1.5718649721228364,-1.3765265204103307,-0.7151681505140295,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
105,Male,32797.0,8.0,High School,Single,16.0,Furniture,80.0,Employed,1.0,574.0,High,High,Installments,No,-1.1735491158508025,-1.4814060039124282,0.1218158198974699,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
106,Female,21317.0,92.0,PhD,Single,23.0,Fashion,5.0,Student,3.0,526.0,High,Medium,Credit Card,No,-1.9435797469267218,1.4552195341462992,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",3
107,Male,61856.0,11.0,PhD,Single,24.0,Electronics,94.0,Student,5.0,460.0,Medium,High,PayPal,No,0.7756076880198541,-1.3765265204103307,1.0783689289391836,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
108,Male,53686.0,27.0,High School,Married,17.0,Fashion,24.0,Student,4.0,795.0,High,Medium,Credit Card,Yes,0.22759808384822866,-0.8171692750658113,0.2413849585276841,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
109,Female,52073.0,75.0,Bachelor,Married,23.0,Furniture,92.0,Employed,2.0,446.0,High,Low,Credit Card,No,0.11940475563172537,0.8609024609677473,0.9587997903089693,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
110,Male,56074.0,58.0,High School,Married,22.0,Furniture,57.0,Employed,4.0,425.0,High,Medium,Credit Card,No,0.3877751872462509,0.2665853877891953,0.8392306516787551,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
111,Female,48622.0,63.0,High School,Married,27.0,Groceries,3.0,Employed,3.0,491.0,Low,Medium,Credit Card,No,-0.11207396456365767,0.44138452695935765,1.437076344829826,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
112,Male,43091.0,87.0,Bachelor,Married,20.0,Fashion,6.0,Student,4.0,392.0,High,Medium,Installments,Yes,-0.48307042976234316,1.280420394976137,0.6000923744183266,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
113,Male,52503.0,81.0,Bachelor,Single,10.0,Furniture,1.0,Retired,3.0,842.0,High,High,Credit Card,Yes,0.1482473663776004,1.0706614279719422,-0.5955990118838153,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
114,Female,34084.0,50.0,High School,Single,3.0,Electronics,23.0,Employed,5.0,683.0,High,High,Cash,No,-1.0872225111300091,-0.013093234883064433,-1.4325829822953147,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
115,Female,72236.0,92.0,PhD,Married,13.0,Groceries,48.0,Retired,5.0,358.0,High,Medium,PayPal,No,1.4718548962574884,1.4552195341462992,-0.23689159599317272,"Thu nhập cao, chi tiêu cao, tần suất mua hàng trung bình. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
116,Male,40216.0,29.0,Master,Single,9.0,Electronics,81.0,Employed,5.0,691.0,High,Medium,Credit Card,Yes,-0.6759134667260425,-0.7472496193977463,-0.7151681505140295,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
117,Male,31768.0,3.0,High School,Married,25.0,Groceries,23.0,Employed,4.0,464.0,Medium,Medium,Credit Card,No,-1.2425701541240708,-1.6562051430825906,1.1979380675693976,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
118,Female,55813.0,49.0,Master,Single,21.0,Sports,56.0,Employed,1.0,676.0,Medium,High,Installments,Yes,0.3702683932818942,-0.0480530627170969,0.7196615130485409,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",4
119,Male,37600.0,58.0,Bachelor,Married,5.0,Sports,45.0,Employed,3.0,828.0,High,Medium,Credit Card,No,-0.8513838614032728,0.2665853877891953,-1.1934447050348862,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
120,Female,67921.0,40.0,Master,Single,13.0,Beauty,4.0,Unemployed,5.0,419.0,High,Low,Cash,No,1.1824226512145797,-0.3626915132233891,-0.23689159599317272,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
121,Female,20080.0,36.0,Master,Single,6.0,Fashion,12.0,Retired,2.0,340.0,High,Medium,Installments,No,-2.0265525597003204,-0.502530824559519,-1.0738755664046722,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",0
122,Female,25250.0,80.0,PhD,Married,13.0,Groceries,73.0,Student,4.0,721.0,High,High,Cash,Yes,-1.679770472360381,1.0357016001379096,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
123,Female,44418.0,69.0,High School,Married,22.0,Fashion,22.0,Employed,2.0,536.0,Low,Low,PayPal,Yes,-0.39406079148379397,0.6511434939635525,0.8392306516787551,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
125,Male,38910.0,13.0,Master,Single,28.0,Groceries,1.0,Employed,1.0,409.0,High,High,Cash,Yes,-0.7635145123867698,-1.3066068647422657,1.5566454834600403,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
126,Male,46008.0,24.0,Bachelor,Married,17.0,Beauty,81.0,Employed,5.0,437.0,Medium,Medium,Credit Card,No,-0.28741020756300023,-0.9220487585679087,0.2413849585276841,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
127,Male,75939.0,73.0,High School,Single,8.0,Electronics,33.0,Retired,4.0,793.0,High,High,Credit Card,No,1.720236727866733,0.7909828052996823,-0.8347372891442437,"Thu nhập cao, chi tiêu cao, tần suất mua hàng ít. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
128,Male,39483.0,94.0,Bachelor,Single,11.0,Electronics,49.0,Unemployed,3.0,383.0,Medium,Medium,Installments,No,-0.7250800566719178,1.5251391898143642,-0.47602987325360113,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
129,Male,25849.0,51.0,Bachelor,Married,23.0,Fashion,9.0,Student,1.0,410.0,High,High,Credit Card,No,-1.6395920448329877,0.021866592950968038,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
130,Female,46502.0,58.0,Bachelor,Married,18.0,Sports,5.0,Employed,4.0,619.0,Low,Low,Credit Card,No,-0.25427474312471593,0.2665853877891953,0.3609540971578983,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
131,Female,33014.0,11.0,High School,Married,25.0,Furniture,52.0,Student,1.0,780.0,Low,Low,Installments,No,-1.1589936587999772,-1.3765265204103307,1.1979380675693976,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
132,Female,58621.0,96.0,Bachelor,Married,28.0,Groceries,45.0,Retired,4.0,741.0,High,Medium,Credit Card,No,0.5586173490363525,1.5950588454824293,1.5566454834600403,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
133,Female,57454.0,73.0,Bachelor,Divorced,16.0,Fashion,72.0,Student,5.0,753.0,Medium,Medium,Installments,Yes,0.48033984498882654,0.7909828052996823,0.1218158198974699,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
134,Male,47997.0,18.0,Master,Single,1.0,Electronics,21.0,Employed,2.0,391.0,Low,Medium,Credit Card,Yes,-0.1539963639035923,-1.1318077255721035,-1.6717212595557431,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
135,Female,55668.0,7.0,High School,Married,21.0,Beauty,79.0,Employed,1.0,804.0,High,High,Credit Card,No,0.36054239663502935,-1.5163658317464606,0.7196615130485409,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
136,Female,33959.0,86.0,High School,Single,12.0,Groceries,81.0,Student,5.0,594.0,Low,Medium,Credit Card,Yes,-1.095606990997996,1.2454605671421044,-0.3564607346233869,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
137,Female,64167.0,77.0,Master,Single,19.0,Fashion,74.0,Retired,5.0,408.0,High,Low,Cash,No,0.9306199518191964,0.9308221166358123,0.4805232357881125,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
